17 17
negócios negócio
senhor senhor
que que
nunca nunca
ninguém ninguém
teve ter
e e
que que
vão ir
mudar mudar
completamente completamente
a o
história história
da de_o
vida vida
dos de_o
teus teu
filhos filho
e e
das de_o
suas seu
famílias família
para para
a o
glória glória
do de_o
teu teu
nome nome
agora agora
também também
Senhor senhor
eu eu
te tu
peço pedir
não não
dê dar
riqueza riqueza
não não
dê dar
bem bem
para para
aquele aquele
que que
vai ir
usar usar
isso isso
para para
se se
desviar desviar
vai ir
usar usar
isso isso
para para
ficar ficar
Soberbo soberbo
vai ir
usar usar
isso isso
para para
humilhar humilhar
pessoas pessoa
vai ir
vai ir
usar usar
isso isso
para para
seus seu
filhos filho
não não
temerem temer
o o
teu teu
nome nome
então então
não não
dê dar
senhor senhor
mas mas
eu eu
te tu
peço pedir
que que
tu tu
possa poder
entregar entregar
a o
gente gente
que que
vai ir
melhorar melhorar
a o
gente gente
que que
vai ir
reconhecer reconhecer
que que
provém provir
de de
ti tu
que que
ação ação
vem vir
de de
ti tu
que que
o o
sobrenatural sobrenatural
vem vir
da de_o
tua tua
mão mão
porque porque
tu tu
és ser
o o
dono dono
do de_o
prata prata
recebe receber
Senhor senhor
e e
não não
haverá haver
nenhum nenhum
tipo tipo
de de
impedimento impedimento
para para
você você
cumprir cumprir
o o
seu seu
voto voto
não não
vai ir
acontecer acontecer
acidentes acidente
na em_o
sua seu
vida vida
para para
desviar desviar
esse esse
recurso recurso
eu eu
declaro declarar
no em_o
nome nome
de de
Jesus jesus
o o
Senhor senhor
protegendo proteger
as o
tuas tuas
Finanças finanças
e e
que que
essas esse
colheitas colheita
liberadas liberar
aqui aqui
através através
da de_o
palavra palavra
profética profético
que que
pelo por_o
menos menos
uma um
delas de_elas
se se
manifeste manifestar
na em_o
sua seu
vida vida
no em_o
Poderoso poderoso
nome nome
de de
Jesus jesus
amém amém
e e
amém amém
am am
podem poder
recolher recolher
por por
favor favor
ainda ainda
de de
pé pé
que que
nós nós
vamos ir
pro pro
ato ato
da de_o
ceia ceia
vinho vinho
e e
pão pão
simultâneo simultâneo
Ok ok
vamos ir
distribuir distribuir
simultâneo simultâneo
não não
separado separar
por por
C c
mão mão
tem ter
alguém alguém
com com
envelope envelope
na em_o
mão mão
ó ó
lá lá
em em
cima cima
lá lá
ó ó
Onde onde
tá estar
meu meu
dedo dedo
ó ó
lá lá
na em_o
parte parte
final final
aqui aqui
também também
tem ter
oku oku
Aleluia aleluia
o o
Senhor senhor
Jesus jesus
na em_o
noite noite
em em
que que
ele ele
foi ser
traído trair
tomou tomar
o o
pão pão
e e
tendo ter
dado dar
Graças graças
o o
Partiu partir
e e
disse dizer
tomai tomar
comei comer
este este
é ser
meu meu
corpo corpo
que que
é ser
partido partir
por por
vós vós
semelhantemente semelhantemente
depois depois
de de
sear sear
ele ele
tomou tomar
o o
cálice cálice
dizendo dizer
Este este
é ser
o o
cálice cálice
da de_o
Nova nova
Aliança aliança
no em_o
meu meu
sangue sangue
fazei fazer
isso isso
todas todo
as o
vezes vez
que que
beberdes beber
em em
memória memória
de de
mim eu
Oremos orer
senhor senhor
nós nós
te tu
rendemos render
Graças graças
nós nós
louvamos louvar
o o
teu teu
nome nome
pai pai
muito muito
obrigado obrigar
Deus deus
pelo por_o
privilégio privilégio
que que
o o
Senhor senhor
nos em_o
dá dá
de de
nós nós
estarmos estar
aqui aqui
neste em_este
dia dia
trazendo trazer
a o
nossa nosso
memória memória
o o
sacrifício sacrifício
que que
garante garantir
a o
nossa nosso
vitória vitória
a o
maior grande
oferta oferta
que que
a a
que que
a o
humanidade humanidade
já já
viu ver
Jesus jesus
Cristo cristo
nosso nosso
Senhor senhor
se se
entregando entregar
em em
favor favor
da de_o
sua seu
igreja igreja
e e
do de_o
seu seu
povo povo
que que
ao a_o
participarmos participar
ó ó
Deus deus
do de_o
pão pão
e e
do de_o
vinho vinho
sejamos ser
revigorados revigorar
fortalecidos fortalecer
renovados renovar
ó ó
Deus deus
pelo por_o
teu teu
poder poder
e e
que que
possamos possar
viver viver
de de
maneira maneira
dignas digno
ó ó
Deus deus
daqueles de_aquele
que que
foram ser
alcançados alcançar
obrigado obrigado
Deus deus
pelo por_o
perdão perdão
dos de_o
nossos nosso
pecados pecado
e e
continua continuar
Deus deus
abençoando abençoar
a o
tua tua
igreja igreja
nos em_o
usando usar
Pra para_o
glória glória
do de_o
teu teu
nome nome
nós nós
te tu
agradecemos agradecer
por por
todas todo
as o
coisas coisa
no em_o
nome nome
de de
Jesus jesus
amém amém
e e
amém amém
os o
irmãos irmão
podem poder
se se
assentar assentar
Lembrando lembrar
que que
nós nós
vamos ir
estar estar
tomando tomar
simultaneamente simultaneamente
o o
pão pão
e e
o o
vinho vinho
adorado adorar
entre entre
oh oh
mas mas
nada nada
se se
compar compar
com com
a o
glória glória
que que
eu eu
não não
sou ser
daqui de_aqui
para para
casa casa
voarei voarei
ele ele
vem vir
me eu
buscar buscar
e e
com com
ele ele
eu eu
irei ir
eu eu
não não
sou ser
daqui de_aqui
pra para_o
casa casa
voltarei voltar
ele ele
vem vir
me eu
buscar buscar
e e
com com
ele ele
eu eu
eu eu
euu euu
uh uh
o o
Messias messias
guardado guardar
ele ele
vem vir
me eu
buscar buscar
Jesus jesus
aguardado aguardar
ele ele
vem vir
vem vir
me eu
buscar buscar
hum hum
ele ele
vem vir
nos nós
oh oh
És ser
Adorado adorar
És ser
Adorado adorar
entre entre
Mas mas
nada nada
se se
comparará comparar
com com
a o
glória glória
que que
a ela
te tu
vi ver
eu eu
não não
sou ser
daqui de_aqui
pra para_o
casa casa
voltarei voltar
e e
vem vir
me eu
buscar buscar
e e
com com
ele ele
eu eu
irei ir
eu eu
não não
sou ser
daqui de_aqui
PR pr
casa casar
buscar buscar
e e
com com
ele ele
eu eu
irei ir
o o
Messias messias
aguardado aguardar
ele ele
vem vir
me eu
buscar buscar
o o
Messias messias
aguardado aguardar
ele ele
vem vir
me eu
buscar buscar
em em
breve breve
Jesus jesus
o o
céu céu
vai ir
aparecer aparecer
e e
todo todo
o o
joelho joelho
se se
dobrará dobrar
e e
toda todo
a o
língua língua
confessará confessará
mas mas
a o
igreja igreja
será ser
arrebatada arrebatar
no em_o
pisca pisco
de de
olhos olho
acontecerá acontecer
mas mas
a o
Igreja igreja
será ser
reada reada
tu tu
está estar
de de
anos ano
oh oh
ele ele
vem vir
buscar buscar
a o
sua seu
igreja igreja
iG ig
quantos quanto
aqui aqui
estão estar
preparados preparar
para para
subir subir
aos a_o
céus céu
e e
sentar sentar
na em_o
mesa mesa
e e
ser ser
servido servir
por por
ele ele
levante levantar
as o
suas seu
mãos mão
e e
Liber liber
glória glória
para para
Jesus jesus
o o
mais mais
alto alto
que que
você você
puder poder
Oh oh
meu meu
irmão irmão
está estar
chegando chegar
o o
dia dia
está estar
chegando chegar
o o
dia dia
e e
se se
o o
seu seu
coração coração
Aleluia aleluiar
estar estar
ansioso ansioso
por por
este este
dia dia
levante levante
as o
suas seu
mãos mão
aos a_o
céus céu
e e
comece começar
a a
glorificar glorificar
esse esse
Deus deus
que que
é ser
poderoso poderoso
que que
é ser
todo todo
poderoso poderoso
em em
breve breve
nos em_o
céus céu
em em
breve breve
nos em_o
céus céu
vamos ir
em em
breve breve
Jesus jesus
no em_o
céu céu
vai ir
aparecer aparecer
e e
todo todo
o o
joelho joelho
se se
dobrará dobrar
e e
toda todo
a o
língua língua
confessará confessará
vamos ir
vamos ir
vamos ir
mas mas
a o
arrebatada arrebatar
no em_o
que que
está estar
de de
olho olho
acontecerá acontecer
mas mas
a o
igreja igreja
mas mas
a o
arrebatada arrebatar
está estar
jus jus
tua tua
o o
Messias messias
aar aar
Ele ele
Vem vir
Buscar buscar
jesua jesua
o o
Messias messias
agado agado
ele ele
me eu
[ [
Aplausos aplauso
] _
aleluia aleluiar
aleluia aleluia
aleluia aleluiar
glória glória
a a
Deus deus
glória glória
a a
Deus deus
ele ele
seja ser
exaltado exaltar
seja ser
o o
senhor senhor
exaltado exaltar
Aleluia aleluia
em em
Muitas muito
igrejas igreja
no em_o
Brasil brasil
hoje hoje
ainda ainda
não não
começou começar
a o
Santa santa
Ceia cear
muitas muito
não não
começou começar
a o
santa santo
ceia ceia
não não
acaba acabar
duas dois
da de_o
tarde tarde
já já
vamos ir
terminar terminar
olha olhar
quanta quantum
coisa coisa
foi ser
feita fazer
Aleluia aleluia
não não
se se
apresse apressar
sair sair
da de_o
casa casa
de de
Deus deus
não não
porque porque
da de_o
presença presença
de de
Deus deus
você você
não não
sai sair
não não
não não
se se
apressa apressar
a a
sair sair
da de_o
casa casa
de de
Deus deus
quem quem
sabe saber
aqui aqui
no em_o
Amém amém
na em_o
Deus deus
tem ter
tem ter
uma um
porta porta
tem ter
uma um
cura cura
tem ter
uma um
resposta resposta
não não
se se
aprece apreçar
não não
ninguém ninguém
se se
apressa apressar
a a
sair sair
de de
um um
jogo jogo
de de
futebol futebol
mesmo mesmo
o o
time time
tando tando
perdendo perder
Então então
você você
já já
vai ir
ser ser
liberado liberar
Irmãos irmãos
vamos ir
orar orar
pela por_o
nossa nosso
nação nação
vamos ir
orar orar
pelo por_o
nosso nosso
país país
nós nós
temos ter
uma um
arma arma
que que
é ser
a o
oração oração
e e
a o
Bíblia bíblia
diz dizer
que que
antes antes
de de
tudo tudo
a o
gente gente
tem ter
que que
orar orar
pelas por_o
autoridades autoridade
constituídas constituído
vamos ir
orar orar
para para
que que
haja haver
paz paz
prosperidade prosperidade
o o
que que
nós nós
estamos estar
vendo ver
acontecer acontecer
no em_o
nosso nosso
país país
gente gente
se se
um um
camarada camarada
comete cometer
um um
liberado liberado
meia meia
dúzia dúzia
de de
gente gente
que que
estava estar
em em
frente frente
um um
quartel quartel
não não
tava tava
nem nem
em em
Brasília brasília
ganhando ganhar
15 15
anos ano
de de
cadeia cadeia
uma um
senhora senhora
uma um
senhora senhora
com com
crucifixo crucifixo
e e
uma um
Bíblia bíblia
católica católico
ela ela
até até
sentou sentar
na em_o
cadeira cadeira
do de_o
presidente presidente
do de_o
senado senado
ela ela
entrou entrar
lá lá
não não
quebrou quebrar
nada nada
não não
quebrou quebrar
nada nada
17 17
anos ano
de de
cadeia cadeia
tem ter
uma um
irmã irmã
membro membro
da de_o
Assembleia assembleia
de de
Deus deus
de de
Goiânia goiânia
que que
que que
fez fazer
a o
música música
que que
fez fazer
a o
versão versão
da de_o
música música
americana americano
que que
o o
pessoal pessoal
cantou cantar
tá estar
presa prender
não não
quebrou quebrar
nada nada
não não
foi ser
nada nada
em em
Brasília brasília
crente crente
Nós nós
estamos estar
vendo ver
uma um
injustiça injustiça
Eu eu
fiz fazer
um um
vídeo vídeo
STF stf
o o
Supremo supremo
Tribunal tribunal
da de_o
Injustiça injustiça
não não
tem ter
medo medo
desses de_esse
caras cara
eu eu
temo temer
a a
Deus deus
podem poder
fazer fazer
o o
que que
quiserem querer
comigo com_eu
e e
se se
fizerem fazer
vai ir
ficar ficar
pior mau
para para
eles eles
ainda ainda
porque porque
eu eu
nunca nunca
vi ver
ninguém ninguém
mexer mexer
com com
uma um
voz voz
Profética profético
e e
se se
safar safar
aleluia aleluia
vi ver
Nós nós
estamos estar
vendo ver
coisas coisa
absurdas absurdo
meus meu
irmãos irmão
coisas coisa
absurdas absurdo
acontecendo acontecer
nesse em_esse
país país
o o
que que
fizeram fazer
agora agora
o o
que que
o o
Supremo supremo
Tribunal tribunal
Federal federal
fez fazer
em em
relação relação
a a
traficante traficante
é ser
uma um
vergonha vergonha
700 700
kg kg
de de
cocaína cocaína
apreendidos apreender
não não
não não
não não
liberam liberar
porque porque
que que
não não
foi ser
informado informar
ao a_o
juiz juiz
foi ser
aprendido aprender
o o
quê quê
farinha farinha
de de
trigo trigo
polvilho polvilho
antisséptico antisséptico
Granado granado
São ser
coisas coisa
loucas louco
que que
nós nós
estamos estar
assistindo assistir
vamos ir
orar orar
é é
Deus deus
que que
põe pôr
a a
Deus deus
que que
remove remover
gente gente
quarta-feira quarta-feira
eu eu
tô tô
na em_o
audiência audiência
pública público
eu eu
fui ser
convidado convidar
Na em_o
audiência audiência
pública público
e e
o o
advogado advogado
correu correr
Quando quando
soube saber
que que
eu eu
tava tava
lá lá
não não
sei saber
por por
para para
falar falar
no em_o
contraditório contraditório
eu eu
vou ir
estar estar
na em_o
não não
é ser
só só
inteligência inteligência
humana humano
eu eu
vou ir
falar falar
sabe saber
o o
que que
que que
é ser
um um
juiz juiz
do de_o
Rio rio
Grande grande
do de_o
Sul sul
aceitou aceitar
o o
casamento casamento
de de
um um
cara cara
com com
duas dois
mulheres mulher
eles eles
estão estar
chamando chamar
de de
poligamia poligamia
virou virar
poliamor poliamor
E e
aí aí
foi ser
feito fazer
a o
comissão comissão
que que
tem ter
evangélicos evangélico
estão estar
fazendo fazer
uma um
lei lei
para para
impedir impedir
isso isso
e e
tem ter
uma um
audiência audiência
pública público
eu eu
vou ir
falar falar
contra contra
essa esse
Barb barb
Ore orar
Deus deus
me eu
dê dar
lante lante
dos de_o
deputados deputado
na em_o
quarta-feira quarta-feira
Ore orar
amanhã amanhã
nós nós
temos ter
reunião reunião
de de
obreiros obreiro
esposas esposo
de de
obreiros obreiro
e e
nós nós
vamos ir
ler ler
Estamos estar
chegando chegar
no em_o
final final
da de_o
Leitura leitura
pela por_o
quarta quarto
vez vez
aqui aqui
ó ó
você você
que que
tá estar
acompanhando acompanhar
a o
leitura leitura
suave suave
tranquilo tranquilo
de de
primeira primeiro
Tessalonicenses tessalonicense
a a
Filemon filemon
tá estar
e e
do de_o
Salmo salmo
111 111
ao a_o
130 130
Vai ir
ficar ficar
faltando faltar
de de
Deus deus
pro pro
final final
e e
o o
do de_o
Salmo salmo
131 @card@
ao a_o
150 150
então então
eu eu
acredito acreditar
que que
em em
janeiro janeiro
a o
gente gente
termina terminar
essa esse
rodada rodada
de de
leitura leitura
e e
nós nós
vamos ir
ter ter
como como
texto texto
Áureo áureo
do de_o
mês mês
primeira primeira
Tessalonicenses tessalonicense
Capítulo capítulo
5 5
Versículo versículo
23 23
e e
o o
mesmo mesmo
Deus deus
de de
paz paz
vos vós
santifique santificar
em em
tudo tudo
e e
todo todo
vosso vosso
espírito espírito
alma alma
e e
corpo corpo
sejam ser
conservados conservar
plenamente plenamente
irrepreensíveis irrepreensível
para para
a o
vinda vinda
de de
Nosso nosso
Senhor senhor
Jesus jesus
Cristo cristo
põe pôr
na em_o
tela tela
aí aí
por por
favor favor
eu eu
vou ir
contar contar
1 1
2 2
TR tr
e e
quero querer
que que
você você
cite citar
o o
texto texto
1 1
2 2
3 3
já já
e e
o o
m m
Deus deus
do de_o
PIS pis
santifique santificar
em em
tudo tudo
e e
todo todo
vosso vosso
espírito espírito
e e
coro coro
seja ser
plenamente plenamente
conservados conservar
e e
recidos recidos
para para
a o
vinda vinda
do de_o
nosso nosso
senhor senhor
Jesus jesus
Cristo cristo
5:23 @card@
Vamos ir
ler ler
a o
Bíblia bíblia
gente gente
Siga seguir
a o
orientação orientação
do de_o
seu seu
pastor pastor
Vamos ir
ler ler
a o
Bíblia bíblia
toda todo
semana semana
tem ter
lá lá
um um
videozinho videozinho
de de
1 1
minuto minuto
1 1
minuto minuto
e e
meio meio
que que
eu eu
coloco colocar
para para
você você
compartilhar compartilhar
com com
a o
sua seu
família família
vamos ir
estar estar
na em_o
igreja igreja
temos ter
culto culto
da de_o
palavra palavra
culto culto
do de_o
Sobrenatural sobrenatural
hã hã
culto culto
da de_o
vitória vitória
escola escola
dominical dominical
vamos ir
est est
na em_o
casa casa
de de
Deus deus
vamos ir
evangelizar evangelizar
vamos ir
orar orar
pela por_o
pessoa pessoa
que que
você você
se se
comprometeu comprometer
a a
interceder interceder
por por
ela ela
vamos ir
fazer fazer
isso isso
que que
você você
tenha ter
uma um
semana semana
abençoadíssima abençoadíssima
quero querer
reiterar reiterar
e e
repetir repetir
que que
essa esse
palavra palavra
ou ou
essas esse
palavras palavra
proféticas profético
liberadas liberar
aqui aqui
hoje hoje
todas todo
elas ele
se se
manifeste manifestar
na em_o
sua seu
vida vida
e e
na em_o
vida vida
da de_o
sua seu
família família
a a
bênção bênção
de de
Deus deus
te tu
acompanhe acompanhar
o o
senhor senhor
te tu
livre livre
do de_o
homem homem
mau mau
e e
da de_o
cilada cilada
do de_o
diabo diabo
o o
senhor senhor
te tu
guarde guardar
te tu
faça fazer
prosperar prosperar
a o
boa bom
mão mão
de de
Deus deus
esteja estar
sobre sobre
você você
e e
a o
tua tua
casa casa
a a
graça graça
de de
nosso nosso
senhor senhor
e e
salvador salvador
Jesus jesus
Cristo cristo
o o
grande grande
amor amor
de de
Deus deus
as o
consolações consolação
do de_o
Espírito espírito
Santo santo
sejam ser
com com
todos todo
e e
todos todo
digam dizer
amém amém
amém amém
Vai ir
em em
