[ [
ideologia ideologia
Olha olhar
onde onde
nós nós
estamos estar
chegando chegar
gente gente
E e
quando quando
é ser
que que
você você
pensava pensar
aqui aqui
a a
quatro quatro
não não
seja ser
a a
cem cem
anos ano
nem nem
20 20
a a
34 34
anos ano
atrás atrás
não não
tem ter
mais mais
do de_o
que que
isso isso
me eu
a o
gente gente
e e
agora agora
um um
bombardeio bombardeio
monstruoso monstruoso
de de
mídia mídia
querendo querer
submeter submeter
crianças criança
a o
Sexualidade sexualidade
eu eu
quero querer
ver ver
se se
lá lá
na em_o
escola escola
tem ter
ler ler
gente gente
eu eu
vou ir
repetir repetir
para para
você você
eu eu
tenho ter
que que
repetir repetir
só só
para para
você você
guardar guardar
porque porque
é ser
direito direito
seu seu
artigo artigo
227 @card@
da de_o
Constituição constituição
Brasileira brasileira
quem quem
pertence pertencer
aos a_o
pais pai
o o
direito direito
de de
educar educar
os o
filhos filho
menores pequeno
um um
artigo artigo
trouxe trazer
da de_o
convenção convenção
americana americano
de de
direitos direito
humanos humano
Inciso inciso
4 4
pertence pertencer
aos a_o
pais pai
ensinar ensinar
as o
crianças criança
suas seu
convicções convicção
religiosas religioso
o o
apps apps
e e
Carlos carlos
de de
Moraes moraes
não não
é ser
escola escola
a o
declaração declaração
universal universal
dos de_o
direitos direito
humanos humano
artigo artigo
26 26
inciso inciso
3 3
Elsa elsa
traz trazer
que que
tem ter
o o
direito direito
à a_o
escola escola
tá estar
acabando acabar
com com
comemoração comemoração
do de_o
dia dia
dos de_o
pais pai
das de_o
Mães mães
nós nós
somos ser
idiotas idiota
com com
cara cara
de de
tacho tacho
agora agora
é ser
dia dia
do de_o
cuidador cuidador
e e
quem quem
te tu
gerou gerar
cuidador cuidador
uma um
banana banana
é ser
tão tão
quebrando quebrar
tudo tudo
que que
a a
valor valor
e e
nós nós
como como
igreja igreja
eu eu
citei citar
o o
teste teste
acontecendo acontecer
por por
último último
como como
com com
ventar ventar
na em_o
igreja igreja
do de_o
Deus deus
vivo viver
a o
coluna coluna
e e
firmeza firmeza
da de_o
verdade verdade
nós nós
não não
vamos ir
abrir abrir
mão mão
Deus deus
fez fazer
macho macho
e e
Deus deus
fez fazer
fêmea fêmeo
nós nós
não não
vamos ir
negociar negociar
a o
família família
monogâmica monogâmico
nós nós
não não
vamos ir
negociar negociar
os o
princípios princípio
que que
o o
seu seu
qualidade qualidade
que que
os o
pais pai
têm ter
sobre sobre
filhos filho
menores pequeno
nós nós
não não
vamos ir
abrir abrir
mão mão
de de
um um
ensino ensino
que que
quer querer
destruir destruir
por por
questões questão
ideológicas ideológico
da de_o
civilização civilização
nós nós
vamos ir
falar falar
nós nós
vamos ir
botar botar
para para
quebrar quebrar
Pode poder
vir vir
emissora emissor
quiser querer
vir vir
pode poder
vir vir
poder poder
de de
comunicação comunicação
quiser querer
vir vir
o o
maior grande
é ser
o o
que que
está estar
conosco conosco
que que
é ser
Deus deus
enfim enfim
nós nós
não não
vamos ir
ceder ceder
em em
mas mas
não não
vamos ir
abrir abrir
mão mão
Guarde guardar
a o
tua tua
família família
sempre sempre
com com
teu teu
filho filho
olha olhar
o o
que que
o o
professor professor
Tá estar
ensinando ensinar
a o
criança criança
a a
roda roda
cartilha cartilha
dele de_ele
o o
passe passe
comunica comunicar
placa placa
para para
igreja igreja
tem ter
um um
reduto reduto
de de
proteção proteção
contra contra
esse esse
mês mês
humoral humoral
e e
querido querido
porque porque
Deus deus
quer querer
que que
a o
sua seu
família família
seja ser
Sadia sadio
porque porque
se se
uma um
sociedade sociedade
ri rir
quebra quebra
seus seu
valores valor
que que
ela ela
perde perder
o o
rumo rumo
e e
é ser
provado provar
em em
que que
as o
civilizações civilização
entrar entrar
no em_o
caminho caminho
da de_o
promiscuidade promiscuidade
elas ele
salto salto
se se
destruíram destruir
e e
não não
podemos poder
abrir abrir
mão mão
de de
Deus deus
abençoe abençoar
você você
filho filho
que que
Deus deus
abençoe abençoar
você você
filha filha
que que
Deus deus
abençoe abençoar
tua tua
casa casa
teu teu
casamento casamento
e e
teus teu
filhos filho
o o
celular celular
seja ser
um um
pedacinho pedaço
do de_o
céu céu
a a
sua seu
casa casa
seja ser
uma um
casa casa
de de
felicidade felicidade
de de
alegria alegria
a a
sua seu
casa casa
seja ser
uma um
casa casa
de de
Deus deus
eu eu
compro comprar
o o
primeiro primeiro
lugar lugar
na em_o
sua seu
casa casa
seja ser
uma um
casa casa
Vitoriosa vitorioso
nada nada
vai ir
romper romper
você você
participa participar
de de
um um
projeto projeto
de de
Deus deus
para para
o o
bem-estar bem-estar
da de_o
própria próprio
civilização civilização
EA ea
igreja igreja
não não
abre abrir
Valdir valdir
família família
e e
bom bom
eu eu
vou ir
terminar terminar
minha meu
palavra palavra
a a
quatro quatro
segundos segundo
suco suco
termina terminar
mas mas
permita permitir
-me eu
por por
favor favor
nós nós
estamos estar
aqui aqui
uma um
praxe praxe
no em_o
culto culto
eu eu
me eu
acho achar
que que
você você
sair sair
rapidamente rapidamente
por por
e e
eu eu
não não
salva salvar
ninguém ninguém
e e
essa esse
igreja igreja
não não
salva salvar
ninguém ninguém
é ser
mas mas
nós nós
ficamos ficar
num em_um
Deus deus
que que
salva salvar
transforma transformar
liberta liberto
e e
muda mudar
a o
vida vida
de de
pessoas pessoa
e e
nós nós
temos ter
um um
Deus deus
que que
está estar
interessado interessar
em em
você você
Jesus jesus
falou falar
eu eu
vim vir
para para
que que
tenham ter
vida vida
e e
vida vida
em em
abundância abundância
tem ter
gente gente
que que
pensa pensar
que que
o o
Evangelho evangelho
é ser
uma um
coisa coisa
de de
retrógrados retrógrado
de de
manipulados manipular
de de
idiotas idiota
que que
não não
sabe saber
o o
que que
querem querer
o o
e e
Conhecereis conhecer
a o
verdade verdade
EA ea
verdade verdade
vos vós
libertará libertar
Se se
pois pois
o o
Filho filho
vos vós
libertar libertar
verdadeiramente verdadeiramente
sereis ser
livres livre
é ser
o o
dia dia
que que
nós nós
entregamos entregar
nossa nosso
vida vida
a a
Cristo cristo
nós nós
conhecemos conhecer
o o
verdadeiro verdadeiro
sentido sentido
de de
liberdade liberdade
e e
quem quem
está estar
em em
Cristo cristo
Nova nova
Criatura criatura
é é
as o
coisas coisa
velhas velho
se se
passaram passar
Eis eis
que que
tudo tudo
se se
fez fazer
novo novo
só só
Deus deus
pode poder
modificar modificar
tua tua
história história
Deus deus
pode poder
modificar modificar
sua seu
vida vida
não não
que que
a o
sua seu
vida vida
seja ser
ruim ruim
mas mas
Deus deus
sempre sempre
tem ter
uma um
vida vida
melhor bom
para para
você você
do de_o
que que
a o
sua seu
vida vida
que que
você você
projetou projetar
porque porque
ele ele
conhece conhecer
o o
ser ser
humano humano
na em_o
sua seu
profundidade profundidade
e e
eu eu
não não
sei saber
é ser
uma um
coisa coisa
que que
nós nós
fazemos fazer
aqui aqui
sempre sempre
na em_o
igreja igreja
Quem quem
sabe saber
aqui aqui
essa esse
noite noite
tem ter
alguém alguém
primeiro primeiro
pessoa pessoa
honesta honesto
a o
pessoa pessoa
sincera sincero
a o
pessoa pessoa
que que
busca buscar
a o
verdade verdade
o o
que que
vem vir
aqui aqui
Deus deus
te tu
trouxe trazer
aqui aqui
que que
Deus deus
quer querer
fazer fazer
uma um
grande grande
obra obra
na em_o
sua seu
vida vida
você você
que que
se se
passa passar
com com
você você
não não
estou estar
julgando julgar
Não não
tô tô
dizendo dizer
nada nada
você você
precisa precisar
ter ter
um um
encontro encontro
real real
e e
pessoal pessoal
com com
Deus deus
e e
isso isso
é ser
possível possível
através através
de de
Cristo cristo
na em_o
através através
do de_o
pastor pastor
nem nem
do de_o
Papa papa
é ser
você você
entregar entregar
sua seu
vida vida
a a
Jesus jesus
é ser
a o
única único
coisa coisa
que que
eu eu
posso poder
fazer fazer
para para
a o
igreja igreja
orar orar
por por
você você
e e
Quem quem
Sabe saber
tem ter
pessoas pessoa
aqui aqui
que que
conhece conhecer
tudo tudo
que que
eu eu
falei falar
com com
essa esse
o o
evangelho evangelho
você você
tá estar
afastado afastar
tá estar
caído cair
tá estar
longe longe
e e
você você
sabe saber
que que
eu eu
tô tô
falando falar
e e
essa esse
voltar voltar
casa casa
paternal paternal
você você
precisa precisar
voltar voltar
a o
casa casa
do de_o
pai pai
você você
precisa precisar
entregar entregar
a o
chave chave
da de_o
novamente novamente
voltar voltar
se se
reconciliar reconciliar
e e
quem quem
sabe saber
tem ter
alguém alguém
aqui aqui
você você
tem ter
alguém alguém
aqui aqui
essa esse
noite noite
que que
quer querer
entregar entregar
a o
sua seu
vida vida
realmente realmente
acredito acreditar
que que
a a
ter ter
uma um
experiência experiência
pessoal pessoal
com com
ele ele
ou ou
se se
tem ter
alguém alguém
aqui aqui
afastado afastar
do de_o
Evangelho evangelho
por por
isso isso
que que
o o
diabo diabo
tá estar
fazendo fazer
gato gato
e e
sapato sapato
na em_o
tua tua
vida vida
na em_o
tua tua
casa casa
foi ser
Deus deus
que que
te tu
trouxe trazer
aqui aqui
para para
você você
voltar voltar
se se
tem ter
alguém alguém
eu eu
quero querer
orar orar
por por
você você
voluntariamente voluntariamente
ninguém ninguém
vai ir
te tu
pegar pegar
pelo por_o
braço braço
e e
vai ir
te tu
puxar puxar
você você
vai ir
ter ter
que que
pedir pedir
licença licença
Onde onde
você você
está estar
sair sair
do de_o
teu teu
lugar lugar
de de
ser ser
da de_o
galeria galeria
vim vir
aqui aqui
a o
frente frente
eu eu
vou ir
orar orar
por por
você você
sempre sempre
atender atender
nem nem
vergonha vergonha
se se
tem ter
alguém alguém
aqui aqui
essa esse
noite noite
eu eu
não não
sei saber
se se
tem ter
eu eu
quero querer
orar orar
por por
você você
e e
se se
você você
quer querer
eu eu
convido convidar
você você
em em
nome nome
de de
Jesus jesus
a a
sair sair
do de_o
seu seu
lugar lugar
oi oi
vem vir
aqui aqui
a o
frente frente
eu eu
quero querer
orar orar
por por
você você
eu eu
sei saber
que que
aqui aqui
tem ter
pessoas pessoa
eu eu
sei saber
tem ter
pessoas pessoa
que que
são ser
tomar tomar
uma um
decisão decisão
porque porque
Deus deus
tem ter
algo algo
Grande grande
para para
tua tua
vida vida
e e
Deus deus
quer querer
fazer fazer
algo algo
extraordinário extraordinário
na em_o
sua seu
vida vida
que que
você você
nem nem
tem ter
ideia ideia
mas mas
você você
precisa precisar
entregar entregar
sua seu
vida vida
a a
ele ele
eu eu
não não
vou ir
demorar demorar
nesse em_esse
meu meu
convite convite
porque porque
eu eu
já já
vou ir
terminar terminar
mas mas
se se
tem ter
alguém alguém
eu eu
quero querer
orar orar
com com
você você
venha vir
vem vir
aí aí
eu eu
quero querer
orar orar
por por
você você
Deus deus
esta este
galeria galeria
filho filho
peço pedir
a o
licença licença
pessoal pessoal
vai ir
sair sair
da de_o
tua tua
frente frente
para para
você você
vir vir
aqui aqui
ó ó
hoje hoje
eu eu
quero querer
falar falar
com com
você você
Deus deus
tem ter
uma um
grande grande
obra obra
na em_o
sua seu
vida vida
e e
e e
eu eu
não não
estou estar
falando falar
aqui aqui
para para
você você
entregar entregar
sua seu
vida vida
a a
Cristo cristo
você você
tem ter
que que
está estar
esculhambado esculhambado
provar provar
nada nada
disso de_isso
se se
você você
tiver ter
e e
com com
certa certo
mas mas
a a
1 1
é ser
um um
vazio vazio
existencial existencial
que que
quem quem
preenche preencher
a ela
temos ter
dinheiro dinheiro
poder poder
sexo sexo
coisas coisa
boas bom
da de_o
vida vida
não não
preenche preencher
o o
lugar lugar
que que
pertence pertencer
a a
Deus deus
só só
Ele ele
é ser
eu eu
quero querer
orar orar
por por
você você
se se
é ser
que que
tem ter
alguém alguém
se se
você você
ouvir ouvir
essa esse
parte parte
de de
pastor pastor
eu eu
tô tô
precisando precisar
entregar entregar
minha meu
vida vida
a a
Deus deus
para para
Deus deus
eo eo
senhor senhor
da de_o
minha meu
casa casa
então então
faça fazer
isso isso
venha vir
a a
se se
você você
quer querer
provar provar
o o
que que
para para
quem quem
Para para
mim eu
você você
não não
prova provar
nada nada
essa esse
voz voz
que que
está estar
aí aí
no em_o
seu seu
coração coração
é ser
Deus deus
que que
tá estar
falando falar
com com
você você
não não
sou ser
eu eu
não não
eu eu
não não
tenho ter
poder poder
de de
convencer convencer
ninguém ninguém
mas mas
Deus deus
Deus deus
tem ter
algo algo
Deus deus
tem ter
algo algo
para para
fazer fazer
na em_o
sua seu
vida vida
se se
você você
precisa precisar
entregar entregar
sua seu
vida vida
ele ele
se se
você você
tem ter
uma um
experiência experiência
real real
com com
Deus deus
através através
de de
Cristo cristo
nem nem
mais mais
um um
minuto minuto
eu eu
vou ir
orar orar
tá estar
faltando faltar
você você
venha vir
venha vir
Não não
tenha ter
medo medo
não não
tenha ter
vergonha vergonha
nós nós
amamos amar
você você
um um
dia dia
nós nós
decidimos decidir
envia enviar
aqui aqui
também também
11 11
a a
nossa nosso
aqui aqui
não não
estamos estar
julgando julgar
ninguém ninguém
ninguém ninguém
que que
tem ter
poder poder
de de
julgar julgar
tem ter
no em_o
julga julgar
é é
Deus deus
sem sem
que que
Deus deus
ama amar
você você
e e
tem ter
um um
grande grande
propósito propósito
para para
sua seu
vida vida
isso isso
eu eu
sei saber
lá lá
e e
o o
ser ser
humano humano
é ser
a o
coroa coroa
da de_o
criação criação
de de
Deus deus
é ser
o o
ser ser
humano humano
é ser
só só
para para
o o
ser ser
humano humano
Deus deus
disse dizer
façamos fazer
o o
homem homem
à a_o
nossa nosso
imagem imagem
e e
semelhança semelhança
e e
o o
homem homem
aí aí
é ser
o o
ser ser
humano humano
porque porque
a o
imagem imagem
de de
Deus deus
compreende compreender
o o
macho macho
EA ea
fêmea fêmeo
macho macho
e e
fêmea fêmeo
Deus deus
fez fazer
diz dizer
a o
bíblia bíblia
e e
vamos ir
orar orar
você você
pode poder
estender estender
a o
mão mão
direção direção
essas esse
pessoas pessoa
você você
é ser
que que
tá estar
aqui aqui
na em_o
frente frente
Faça fazer
a o
sua seu
oração oração
fica ficar
Jesus jesus
entra entrar
na em_o
minha meu
vida vida
eu eu
quero querer
ter ter
mais mais
querendo querer
ficar ficar
contigo contigo
Isso isso
aí aí
é ser
verdade verdade
eu eu
quero querer
isso isso
é ser
verdade verdade
isso isso
é ser
real real
eu eu
quero querer
esse esse
cara cara
tá estar
falando falar
Ah ah
isso isso
é ser
verdade verdade
chega chegar
para para
Deus deus
é ser
porque porque
não não
consegue conseguir
isso isso
aqui aqui
na em_o
minha meu
palavra palavra
entendeu entender
se se
a o
senhora senhora
tá estar
falando falar
a o
verdade verdade
eu eu
quero querer
experimentar experimentar
eu eu
quero querer
ter ter
relacionamento relacionamento
contigo contigo
Fala falar
aí aí
com com
a o
sua seu
oração oração
vamos ir
orar orar
Senhor senhor
eu eu
quero querer
entregar entregar
essas esse
vidas vida
nas em_o
tuas tuas
mãos mão
eu eu
quero querer
abençoar abençoar
a o
cada cada
pessoa pessoa
que que
está estar
aqui aqui
na em_o
frente frente
eu eu
não não
conheço conhecer
suas seu
demandas demanda
eu eu
não não
conheço conhecer
o o
que que
vai ir
no em_o
profundo profundo
do de_o
ser ser
e e
da de_o
Alma alma
do de_o
Homem homem
Mas mas
tu tu
conhece conhecer
tu tu
és ser
poderoso poderoso
para para
transformar transformar
para para
dar dar
paz paz
para para
mudar mudar
para para
libertar libertar
manifesta manifestar
o o
teu teu
poder poder
nessas em_esse
vidas vida
e e
que que
essas esse
pessoas pessoa
experimentem experimentar
uma um
comunhão comunhão
profunda profundo
contigo contigo
eu eu
abençoe abençoar
a o
tua tua
vida vida
e e
a o
tua tua
família família
declaro declarar
a o
bênção bênção
e e
a o
vitória vitória
de de
Deus deus
sobre sobre
você você
em em
nome nome
de de
Jesus jesus
amém amém
e e
amém amém
e e
eu eu
quero querer
pedir pedir
olha olhar
aqui aqui
ó ó
você você
que que
tá estar
aqui aqui
na em_o
frente frente
eu eu
quero querer
pedir pedir
uma um
coisa coisa
um um
minuto minuto
só só
é ser
bem bem
rapidinho rápido
eu eu
quero querer
dar dar
um um
livro livro
meu meu
de de
presente presente
para para
vocês você
um um
livro livro
pequenininho pequenino
de de
64 64
páginas página
né né
o o
livro livro
facinho facinho
de de
você você
ler ler
só só
para para
te tu
ajudar ajudar
é ser
um um
presente presente
meu meu
aí aí
o o
que que
que que
eu eu
vou ir
pedir pedir
a a
você você
o o
pessoal pessoal
aqui aqui
da de_o
igreja igreja
vai ir
te tu
levar levar
aqui aqui
numa em_um
sala sala
nós nós
vamos ir
te tu
dar dar
o o
livro livro
anotar anotar
teu teu
nome nome
para para
gente gente
te tu
ajudar ajudar
em em
oração oração
porque porque
nós nós
gostamos gostar
de de
fazer fazer
isso isso
orar orar
por por
você você
ajudar ajudar
você você
no em_o
seu seu
trabalho trabalho
na em_o
sua seu
família família
na em_o
sua seu
vida vida
o o
pessoal pessoal
vai ir
dar dar
o o
livro livro
e e
vai ir
te tu
liberar liberar
coisa coisa
de de
Três três
minutinhos minutinhos
aqui aqui
numa em_um
sala sala
é ser
bem bem
rapidinho rápido
só só
para para
dar dar
um um
presente presente
meu meu
você você
pode poder
acompanhar acompanhar
um um
pessoal pessoal
aqui aqui
é ser
bem bem
rápido rápido
coisa coisa
bem bem
rapidinho rápido
vou ir
Podia poder
vocês você
você você
pode poder
fazer fazer
isso isso
você você
pode poder
dar dar
uma um
pausa pausa
e e
E e
aí aí
e e
vamos ir
terminar terminar
tem ter
três três
crianças criança
para para
apresentar apresentar
traga trazer
aqui aqui
a o
Laura laura
Maria maria
Guilherme guilherme
Martins martins
não não
quatro quatro
Lucas lucas
Costa costa
Miguel miguel
Costa costa
pega pegar
aqui aqui
rapidinho rápido
rapidinho rápido
que que
nós nós
vamos ir
apresentar apresentar
vamos ir
lá lá
três três
pastores pastor
aqui aqui
em em
cima cima
por por
favor favor
e e
três três
para para
poder poder
segurar segurar
as o
crianças criança
três três
pastores pastor
vem vir
mais mais
três três
isso isso
ok ok
Oi oi
pode poder
vir vir
vai ir
se se
aproximando aproximar
aqui aqui
o o
Fernando fernando
Almeida almeida
e e
a o
Juliane juliane
Barbosa barbosa
sob sob
aí aí
segura segurar
aqui aqui
microfone microfone
para para
mim eu
ok ok
estendo estender
a o
mão mão
direção direção
essas esse
crianças criança
e e
é ser
grande grande
pode poder
ficar ficar
e e
fica ficar
no em_o
chão chão
é ser
maior grande
o o
Monteiro monteiro
põe pôr
sua seu
mão mão
e e
perto perto
dela de_ela
estende estender
a o
mão mão
dele de_ele
são ser
suas seu
famílias família
essas esse
crianças criança
o o
senhor senhor
eu eu
entrego entregar
essas esse
crianças criança
nas em_o
tuas tuas
mãos mão
e e
nós nós
abençoamos abençoamos
declaramos declarar
que que
elas ele
são ser
tuas tuas
que que
elas ele
vão ir
cumprir cumprir
o o
teu teu
propósito propósito
aqui aqui
nessa em_esse
terra terra
de de
Sabedoria sabedoria
seus seu
pais pai
para para
criá criá
-las elas
um um
amor amor
com com
alegria alegria
nos em_o
teus teu
preceitos preceito
e e
que que
a o
casa casa
dessas de_esse
crianças criança
sejam ser
Pedacinho pedaço
do de_o
Céu céu
nós nós
nos nós
abençoamos abençoamos
em em
nome nome
de de
Jesus jesus
amém amém
e e
amém amém
e e
cadê cadê
Hoje hoje
os o
dois dois
que que
eu eu
chamei chamar
E e
ai ai
meu meu
filho filho
Oi oi
Fernanda fernanda
e e
Juliana juliana
tudo tudo
bem bem
Você você
tá estar
boa bom
Tá estar
sorridente sorridente
vai ir
casar casar
quando quando
17 17
de de
julho julho
de de
2018 @card@
aqui aqui
é ser
o o
seguinte seguinte
não não
vem vir
subir subir
aqui aqui
no em_o
culto culto
para para
me eu
abençoar abençoar
aliança aliança
de de
noivado noivado
sem sem
dizer dizer
quando quando
vai ir
casar casar
que que
eu eu
mando mandar
de de
ser ser
vai ir
lá lá
eu eu
vou ir
levar levar
casar casar
agosto agosto
uma um
coisa coisa
de de
Deus deus
então então
sai sair
da de_o
minha meu
frente frente
cabra cabra
aqui aqui
o o
cara cara
vem vir
aqui aqui
o o
cara cara
macho macho
é ser
rapaz rapaz
Tô tô
admirada admirar
rapaz rapaz
vai ir
esperar esperar
e e
É é
eu eu
sei saber
eu eu
já já
sei saber
disso de_isso
ponho ponhar
no em_o
dedo dedo
dela de_ela
devagar devagar
por por
causa causa
dos de_o
fotógrafos fotógrafo
tudo tudo
bem bem
bom bom
dia dia
desse de_esse
cara cara
aí aí
É ser
mas mas
isso isso
é ser
para para
não não
sair sair
cara cara
vem vir
aqui aqui
namora namorar
garota garota
garota garota
prendada prendar
da de_o
igreja igreja
leva levar
para para
Goiás goiás
se se
é ser
um um
cara cara
de de
pau pau
me eu
dá dar
a o
mão mão
da de_o
Aliança aliança
aqui aqui
estende estender
a o
mão mão
sobre sobre
eles eles
senhor senhor
nós nós
abençoamos abençoamos
esses esse
jovens jovem
e e
esse esse
Grande grande
passo passo
se se
torne tornar
a o
realidade realidade
do de_o
casamento casamento
e e
que que
eles eles
possam poder
construir construir
uma um
história história
de de
amor amor
e e
de de
felicidade felicidade
abre abrir
portas porta
para para
eles eles
e e
os o
abençoe abençoar
no em_o
nome nome
de de
Jesus jesus
amém amém
e e
amém amém
pode poder
dar dar
um um
beijinho beijo
na em_o
noiva noivo
e e
oh oh
glória glória
a a
Deus deus
tá estar
querendo querer
querida querido
que que
bom bom
E e
mais mais
uma um
vez vez
onde onde
é ser
que que
são ser
as o
mulheres mulher
vitoriosas vitorioso
aqui aqui
ó ó
e e
vai ir
mas mas
é ser
a o
calma calmo
calma calmo
Onde onde
é ser
que que
estão estar
os o
homens homem
vencedores vencedor
em em
é ser
Grossa grosso
essa esse
voz voz
com com
força força
numa em_um
fila fila
não não
você você
não não
vai ir
dar dar
certo certo
aqui aqui
ó ó
e e
onde onde
é ser
que que
estão estar
Olha olhar
uma um
turma turma
grande grande
grande grande
grande grande
o o
trabalho trabalho
lindíssimo lindo
das de_o
mulheres mulher
o o
trabalho trabalho
lá lá
dos de_o
homens homem
uma um
turma turma
grande grande
de de
voluntários voluntário
que que
ajudaram ajudar
a a
trabalhar trabalhar
no em_o
caso caso
dessa de_esse
turma turma
chega chegar
aqui aqui
vamos ir
lá lá
vamos ir
lá lá
chega chegar
aqui aqui
vem vir
cá cá
Lisete lisete
vem vir
cá cá
cadê cadê
cadê cadê
o o
pessoal pessoal
Cadê cadê
o o
João joão
tá estar
diferente diferente
não não
tem ter
sabe saber
onde onde
estão estar
sob sob
aqui aqui
minha meu
gente gente
Quem quem
sabe saber
aqui aqui
todo todo
mundo mundo
que que
trabalha trabalhar
como como
voluntário voluntário
sai sair
daqui de_aqui
sai sair
daqui de_aqui
sai sair
daqui de_aqui
sai sair
daqui de_aqui
sai sair
daqui de_aqui
rápido rápido
rápido rápido
sobra sobrar
um um
pouco pouco
tô tô
vendo ver
o o
Jesus jesus
dos de_o
cães cão
e e
sobe subir
sobe subir
é ser
só só
e e
sobe subir
sobe subir
é ser
isso isso
o o
prefeito prefeito
horas hora
tem ter
ainda ainda
a o
gente gente
aí aí
sobe subir
ei ei
ei ei
estende estender
a o
mão mão
aqui aqui
sobre sobre
esse esse
pessoal pessoal
aqui aqui
enquanto enquanto
elas ele
estão estar
chegando chegar
trabalhar trabalhar
aí aí
que que
faz fazer
um um
serviço serviço
voluntário voluntário
lindo lindo
na em_o
igreja igreja
Repete repetir
comigo com_eu
Deus deus
abençoe abençoar
a o
vida vida
de de
vocês você
continue continuar
a a
fazer fazer
o o
melhor bom
para para
a o
glória glória
de de
Deus deus
e e
pensão pensão
das de_o
nossas nosso
vidas vida
Amém amém
Maravilha maravilha
e e
salta saltar
aí aí
meu meu
filho filho
que que
tá estar
preso prender
o o
que que
vocês você
tenham ter
uma um
semana semana
abençoadíssima abençoadíssima
a o
janela janela
social social
sejam ser
abertas abrir
sobre sobre
a o
sua seu
vida vida
bençãos bençãos
sobre sobre
bençãos bençãos
venham vir
sobre sobre
você você
o o
senhor senhor
te tu
guarde guardar
e e
te tu
livre livre
do de_o
mal mal
o o
senhor senhor
de de
Paz paz
ao a_o
Rio rio
de de
Janeiro janeiro
e e
a o
sua seu
cidade cidade
e e
que que
Deus deus
abençoe abençoar
você você
e e
tua tua
família família
teu teu
casamento casamento
nós nós
abençoamos abençoamos
a a
todos todo
a o
graça graça
de de
nosso nosso
senhor senhor
e e
salvador salvador
Jesus jesus
Cristo cristo
o o
grande grande
amor amor
de de
Deus deus
e e
as o
consolações consolação
do de_o
Espírito espírito
Santo santo
sejam ser
sobre sobre
todos todo
e e
todos todo
digam dizer
Amém amém
vai ir
estar estar
lá lá
